id	branches	solutions	difficulty ratio
acef6d09257b8314	313	41	0.13099041533546327
bf82d56c394ea701	1227	162	0.13202933985330073
eda2456f9071c8b3	693	73	0.10533910533910534
3fd10c9674a2b58e	4186	1247	0.29789775441949357
26e813d0f457bca9	200	13	0.065
b74c1e958d620a3f	431	39	0.09048723897911833
8c107324b6ed59af	1161	258	0.2222222222222222
d1bc47a8f23956e0	1926	455	0.23624091381100726
7a9de6fc4510238b	2217	214	0.09652683806946324
590a784cebfd6312	529	90	0.17013232514177692
98fd0c25a376be41	1095	227	0.20730593607305936
716e48253dcf09ab	459	113	0.24618736383442266
5946ab287ef3dc01	257	20	0.07782101167315175
c5fbd38079124ae6	693	87	0.12554112554112554
50137aec89d24b6f	1459	630	0.4318026045236463
dcbf5479e01a6832	754	342	0.4535809018567639
4fce8257ba93d106	965	82	0.0849740932642487
8ef73064512ab9cd	1284	177	0.1378504672897196
a4dc27531980e6fb	2291	710	0.30990833697075515
6f8bca10de254397	334	30	0.08982035928143713
9ae24fd507b8613c	719	71	0.09874826147426982
d19f8e205ca6437b	479	116	0.24217118997912318
6c3875021ae4dfb9	651	29	0.0445468509984639
38ce0215d469f7ab	1437	231	0.16075156576200417
a0b1e89df65723c4	731	196	0.26812585499316005
ad4e3bfc29750618	151	12	0.07947019867549669
b7ec3f820a14956d	377	39	0.10344827586206896
47d58c160e2a3f9b	1313	499	0.38004569687738005
867b4a95ef3c2d10	818	140	0.17114914425427874
cdfba046e8219573	2326	581	0.24978503869303526
9d8fa42eb3561c70	153	38	0.24836601307189543
72fd6b9eac038451	1399	345	0.24660471765546818
5401ae97b6238fcd	1047	170	0.1623686723973257
ca43852df791eb60	246	81	0.32926829268292684
9bc6fed0a1258734	1067	344	0.32239925023430177
fd045a8c219b367e	823	114	0.1385176184690158
fc359e40ab17862d	399	100	0.2506265664160401
def8a10429bc5673	2442	506	0.2072072072072072
2645bdcfa7310e98	958	77	0.08037578288100208
97314fed80c2a6b5	1035	250	0.24154589371980675
fb91c876e4035d2a	1950	375	0.19230769230769232
a95032e64f8c7bd1	994	156	0.15694164989939638
9b183fe26a0475dc	3636	795	0.21864686468646866
e2f83dab6c071945	494	110	0.22267206477732793
835940176ea2dcfb	1198	155	0.1293823038397329
ab4386ef1970c52d	1021	19	0.01860920666013712
ad418b39fc25e706	999	180	0.18018018018018017
6c10b5ae72d89f34	543	104	0.19152854511970535
e015d3942c76fba8	3709	1092	0.29441898085737395
a867e0325df4cb91	1346	156	0.11589895988112928
b10479a2c5d8e63f	563	33	0.0586145648312611
ae1f3b48759602dc	100	24	0.24
aec0371df8b92546	512	19	0.037109375
56a7d23f081b49ec	1058	264	0.2495274102079395
ed9345a7b8c0621f	1035	166	0.1603864734299517
8f3749bc51a206ed	428	121	0.2827102803738318
8c67dafb2e453019	1446	85	0.058782849239280774
dfa8e3745b9c0261	339	38	0.11209439528023599
5ca2947e0fb3186d	580	224	0.38620689655172413
f182b95a6437dec0	403	77	0.19106699751861042
15840aefd67b9c32	1306	336	0.2572741194486983
0542ed1c73a6fb89	114	12	0.10526315789473684
95ba832f76401ecd	698	131	0.1876790830945559
e329d67b451fac08	558	49	0.08781362007168458
0d91f526ba7438ce	919	145	0.15778019586507072
38ed79ac6b1524f0	627	138	0.22009569377990432
e769a218bfc4d350	1608	280	0.17412935323383086
9da2e781b5fc6430	520	87	0.1673076923076923
4c0d5bfea6139782	973	326	0.33504624871531347
2731d8f59cab46e0	304	35	0.11513157894736842
16f9a4cd30e52b78	1519	474	0.3120473996050033
d7460fbac3218e95	1878	359	0.19116080937167199
cfae94708d315b62	937	362	0.3863393810032017
03ab987fce124d65	441	61	0.1383219954648526
e3b58962d1f0a4c7	214	14	0.06542056074766354
9e64af7315db2c80	1760	618	0.35113636363636364
b2891704a6ec53fd	805	150	0.18633540372670807
53924e1c67bfd0a8	129	16	0.12403100775193798
fd7e648c052a3b91	418	50	0.11961722488038277
2e1534098ba6dc7f	393	29	0.0737913486005089
ca1d0254e7f3689b	865	187	0.2161849710982659
06ea2df91b3754c8	951	144	0.15141955835962145
196f4adb732850ec	806	268	0.3325062034739454
e3ba6218d459c0f7	2379	678	0.2849936948297604
f1b8d70432a6ec95	1241	346	0.27880741337630943
40968fe2b1dc73a5	1312	423	0.32240853658536583
1defba20895c3764	4211	1448	0.3438613156019948
893b54fdea1067c2	782	206	0.26342710997442453
7621e340a58c9bfd	1983	284	0.14321734745335352
36a8b0cfd9127e45	570	64	0.11228070175438597
a21376e0cb9584df	1793	285	0.15895147796988288
531a7be28fd9c046	1660	310	0.18674698795180722
fd7a5620b4e1c389	1336	116	0.08682634730538923
c306f5db4ea28719	303	59	0.19471947194719472
04538e1d69f27abc	498	98	0.19678714859437751
0b9d5f374ea8612c	434	65	0.1497695852534562
c83492f61be70ad5	2382	642	0.2695214105793451
8a5dc473096efb12	2656	798	0.3004518072289157
75968e230c4abfd1	1872	388	0.20726495726495728
ec67d032154b8a9f	1160	258	0.22241379310344828
d934e6b0c215f7a8	1781	499	0.28017967434025826
93ac86417e52dbf0	274	17	0.06204379562043796
0ce854fad13726b9	4205	1196	0.28442330558858503
1376c45bdf98e0a2	1221	432	0.3538083538083538
ec2ad046f51873b9	3712	1178	0.3173491379310345
64fb015dc3a8e729	1974	587	0.29736575481256333
026a743d15cfe9b8	657	109	0.1659056316590563
a0e86459b72c31fd	621	179	0.2882447665056361
498a2bce601f73d5	462	152	0.329004329004329
edf765904c3b82a1	890	68	0.07640449438202247
7e01fd28bca39564	591	206	0.34856175972927245
601db435ea7f8c29	2584	718	0.27786377708978327
e59cdb0167a42f38	496	143	0.28830645161290325
873e0c692fd14ba5	1990	706	0.35477386934673366
298a65f1ec03bd47	340	25	0.07352941176470588
73c25e48106bfa9d	267	66	0.24719101123595505
c5a369124d7b08ef	2339	685	0.29286019666524155
875a91c6bf203de4	2002	606	0.3026973026973027
c15f9e46a0b7d832	239	51	0.21338912133891214
03feab9612dc8574	3001	972	0.323892035988004
5ba021decf984673	1373	203	0.14785142024763293
586f329a7dc04b1e	255	45	0.17647058823529413
39a8205f61dc74eb	2383	1068	0.4481745698699119
019a6e8c42f3d5b7	620	166	0.267741935483871
e2c71d3859fb064a	650	44	0.06769230769230769
ce1d36479b80af25	777	84	0.10810810810810811
9254b761efd8ac03	887	246	0.2773393461104848
4afc1d8096e25b73	1865	619	0.3319034852546917
b5a296c480df31e7	892	277	0.31053811659192826
79c8bde32401f5a6	343	105	0.30612244897959184
b1e7cf02d3946a58	173	8	0.046242774566473986
69fe78124db053ac	883	266	0.3012457531143828
42e760cb851da9f3	2531	926	0.3658632951402608
463270d5eb19c8af	579	190	0.3281519861830743
15de249f3a86b07c	818	235	0.28728606356968217
c4913285e07bad6f	643	43	0.06687402799377916
3ea926705fc1bd48	1691	189	0.11176818450620934
102dae659437c8bf	2063	253	0.12263693650024236
09268154ca7fde3b	1093	461	0.4217749313815188
6128a5dfec37940b	1723	497	0.2884503772489843
6823db1fec4597a0	344	61	0.17732558139534885
6a152b3fe807d9c4	3053	875	0.2866033409760891
013b9d84a6ef572c	1445	71	0.04913494809688582
6bc73e85d9012fa4	856	119	0.13901869158878505
9807c365d4f2e1ab	612	95	0.15522875816993464
a75dc61be4f32890	445	93	0.20898876404494382
be27f903d1648ca5	2710	1125	0.4151291512915129
be849c07235da61f	1100	321	0.2918181818181818
ae1079d8f32645bc	419	82	0.1957040572792363
962f15e7abc0d483	1462	525	0.3590971272229822
b5e02d78396c1f4a	1550	656	0.4232258064516129
ef95a21b83dc4670	168	37	0.22023809523809523
e4d1a239c75608fb	510	125	0.24509803921568626
9be065d8af12473c	2018	578	0.28642220019821607
cb13df560e729a84	771	83	0.10765239948119326
dc401bae7329f865	1052	245	0.23288973384030418
14c87b23d5fae960	1031	158	0.15324927255092144
461f5c8ab20d397e	408	20	0.049019607843137254
659a73ed218cbf40	1714	494	0.2882147024504084
1fce34ad8b057926	438	46	0.1050228310502283
95328cd1ba6e740f	4655	1873	0.40236305048335125
8753fc4a9620bde1	2423	906	0.37391663227404043
8a53ef71b602d94c	1905	424	0.22257217847769029
a13bd062895ec47f	3094	916	0.2960568842921784
70d536ae9bf814c2	382	99	0.2591623036649215
7f19ce64d2058ab3	2264	337	0.14885159010600707
51fc74eab829d306	791	260	0.32869785082174463
def3218b09a45c76	1640	364	0.22195121951219512
df0a17329b8c564e	2619	1143	0.436426116838488
8c73fd65e024a91b	414	94	0.22705314009661837
dcb98673ae21540f	1353	270	0.19955654101995565
f8b7a13c6205e4d9	1401	205	0.14632405424696646
710c94f3eab6d528	491	67	0.1364562118126273
bf5e7ac13620d984	1143	474	0.4146981627296588
5db94fc68e23017a	665	133	0.2
215746efdc8ba930	3639	781	0.2146194009343226
be4792308cfad615	535	235	0.4392523364485981
317e2bacd46f9508	1042	150	0.14395393474088292
25d87f31ec9ab046	1779	192	0.10792580101180438
0f4a7c1539bd82e6	197	9	0.04568527918781726
5f73dc01e46a9b82	2255	545	0.24168514412416853
eb516804f37da29c	1531	501	0.3272370999346832
3bc4195286af0d7e	609	208	0.3415435139573071
0ef75d1492c8a63b	1742	348	0.1997703788748565
8a23b45f607ecd19	618	46	0.0744336569579288
f37b29841aedc056	1277	211	0.16523101018010963
827510c3daf69be4	1727	616	0.35668789808917195
ab9d87f246510ce3	3758	1553	0.4132517296434274
713ed84a56f02bc9	57	12	0.21052631578947367
b14ca506ed789f32	995	325	0.32663316582914576
24b065937ef1ca8d	807	55	0.06815365551425032
a15e74c6f39208bd	1713	285	0.16637478108581435
76b2a0ed593f148c	1669	226	0.1354104254044338
b62c05ef3741a89d	3079	740	0.24033777200389736
5b4c3fd861079e2a	272	27	0.09926470588235294
807eb3f64195c2da	1912	455	0.23797071129707112
c3faeb920816475d	761	144	0.18922470433639949
61de89c4bf730a25	397	64	0.16120906801007556
3cd54ef92076ab81	2068	457	0.22098646034816247
795c2e6ba40831df	1912	560	0.2928870292887029
8d15fe62a3b904c7	1173	182	0.15515771526001704
ca458e3bd07612f9	617	137	0.22204213938411668
7d3241ce8059abf6	579	66	0.11398963730569948
b930ca24f6d178e5	1190	280	0.23529411764705882
fc453a621ed08b79	369	23	0.06233062330623306
31942ea76580dfcb	878	228	0.25968109339407747
9aec7d0f8b456123	1457	360	0.24708304735758407
4cd3028f5761ae9b	1379	135	0.09789702683103699
1f569c0e28b3d74a	563	64	0.11367673179396093
ceab042586391df7	2521	1017	0.40341134470448237
2d58cbfe47a61093	156	27	0.17307692307692307
f74c3e95bd81a026	673	174	0.2585438335809807
1c0fe58b6d73a249	1081	287	0.26549491211840887
194f657da0bc8e23	1129	116	0.10274579273693533
814fdb76a2e0935c	468	80	0.17094017094017094
75d4f9c6a210b38e	1555	400	0.2572347266881029
9b8cd674ae03f512	2081	510	0.245074483421432
8ea5d27fb6409c13	882	255	0.2891156462585034
a2168390dfc4eb57	752	110	0.14627659574468085
76ec94d8fab31205	302	18	0.059602649006622516
305c67fd49a81be2	763	177	0.23197903014416776
9dfe14ab2530678c	1345	307	0.22825278810408922
fc8930abde261475	3805	1578	0.4147174770039422
271ace64f98b5d30	949	105	0.11064278187565858
f45ab8cd931e7602	1185	221	0.18649789029535865
3e750196248adfcb	1770	550	0.3107344632768362
315647fdb9e20a8c	2618	632	0.24140565317035906
895dc374e1ba60f2	106	10	0.09433962264150944
7e14360da8c9b25f	241	80	0.33195020746887965
b7d4159fc8036e2a	215	12	0.05581395348837209
f2107354b6eda89c	1932	649	0.3359213250517598
ce20b5894ad367f1	1480	62	0.041891891891891894
16e82b5af340dc79	338	37	0.10946745562130178
9a7608b35efc24d1	533	55	0.10318949343339587
7bc8360e52af49d1	226	13	0.05752212389380531
20c8fae96d31457b	688	20	0.029069767441860465
7104f2abe938c65d	1404	336	0.23931623931623933
54d160ef7c9832ba	956	350	0.36610878661087864
de3af046857b9c21	1681	505	0.3004164187983343
6a9f432180e5dcb7	837	111	0.13261648745519714
52d09cfb71e3648a	865	237	0.27398843930635836
24deb5fc096713a8	1358	470	0.34609720176730485
8c47b3926ad5f01e	374	60	0.16042780748663102
5f9ba67d412308ec	237	64	0.270042194092827
3efa98065d71c42b	179	26	0.1452513966480447
ec40568b3712fa9d	898	135	0.15033407572383073
b658d9a3407fce21	616	18	0.02922077922077922
6bdc35a4e89f2107	770	45	0.05844155844155844
0fc42ba9ed876513	1213	147	0.12118713932399011
fe5d047b28c3619a	672	104	0.15476190476190477
6d5410ae329fcb78	416	18	0.04326923076923077
a8652cde10f43b97	2246	1002	0.44612644701691895
560cfd13eab78924	3332	385	0.11554621848739496
e2a780f43bc1d956	376	102	0.2712765957446808
f70e85a9b36d4c21	1280	327	0.25546875
41df02a953c867be	2323	990	0.42617305208781747
b4768c91a3ed02f5	1493	435	0.2913596784996651
c769d08aef43b215	1102	374	0.3393829401088929
a52d8bec6473910f	2887	1455	0.5039833737443713
0c74f1a893e5b26d	354	42	0.11864406779661017
c3fd56e812a9740b	4578	942	0.20576671035386632
d7361a95048cbf2e	792	33	0.041666666666666664
83ac0547ed26fb91	242	7	0.028925619834710745
ea3d2b7150c8946f	659	69	0.1047040971168437
f039ac628be4571d	434	36	0.08294930875576037
f8bd6530a72941ce	415	16	0.03855421686746988
d564f28c1e7a9b30	1862	339	0.182062298603652
3f24d657abc198e0	1202	171	0.14226289517470883
8cd41207abe9f653	250	60	0.24
b96fac850321d47e	556	64	0.11510791366906475
8c231a5df76e40b9	1280	119	0.09296875
dfb52374ea896c10	2771	528	0.19054492962829303
a801f73ec245db69	525	152	0.2895238095238095
6d9143e857fc02ab	2880	923	0.32048611111111114
1d59a7482e03cfb6	388	83	0.21391752577319587
23d9076ecf15ba48	1029	171	0.1661807580174927
cfde362504a9b781	742	154	0.20754716981132076
263a57dc18f904be	806	183	0.22704714640198512
b7c9e08a312fd654	354	17	0.0480225988700565
27045cde98a61fb3	539	57	0.10575139146567718
3f5e748c9216b0ad	491	43	0.08757637474541752
82e4badc5673f019	1398	135	0.09656652360515021
5c1e4b3f8092a67d	1100	189	0.17181818181818181
2f10d579648cbae3	496	44	0.08870967741935484
ad93cf012eb84567	883	81	0.09173272933182333
015923b78cfeda64	2135	607	0.28430913348946135
2b1cd394e0f7856a	146	16	0.1095890410958904
a26bf13049e7c8d5	359	46	0.12813370473537605
73d645129b80aefc	1074	72	0.0670391061452514
32e6bd5a47f1c890	842	224	0.2660332541567696
3a9d06e815472bcf	1292	536	0.4148606811145511
10ac94f52db63e87	271	69	0.25461254612546125
8b13d5ce7f64902a	727	106	0.14580467675378267
08364c9bfe25d17a	1724	431	0.25
238a1bef0674cd95	940	255	0.2712765957446808
37640ceab915fd28	2913	763	0.26192928252660486
530e17c6a48bd9f2	1100	28	0.025454545454545455
c3eaf17584920db6	608	154	0.2532894736842105
0f749a1d823cbe65	4573	1777	0.3885851738464903
2eaf681b4c059d37	1371	414	0.30196936542669583
743c012f8a9b65ed	1506	346	0.2297476759628154
d82b69307a154fec	75	6	0.08
1a804e6752b3d9fc	1441	168	0.11658570437196392
18f0b562ea497cd3	129	2	0.015503875968992248
fd8c02e64a753b19	553	68	0.12296564195298372
4b95ca8160327dfe	1103	138	0.12511332728921123
1f7e5b809d32a64c	2945	1273	0.432258064516129
67f30ba1249ced58	154	32	0.2077922077922078
73ac4e9d5128b06f	1465	219	0.14948805460750852
7bf048c12de63a95	811	157	0.1935881627620222
1f843ecdb07a2569	651	94	0.1443932411674347
230598be61cd4a7f	884	127	0.1436651583710407
651ac402e7f9d83b	2123	735	0.3462081959491286
45702bf1edc68a39	122	15	0.12295081967213115
ae5184fb0c2d9673	1360	283	0.20808823529411766
4812cefb9a5d3067	1085	113	0.10414746543778802
f64c01d52e39a8b7	1091	156	0.14298808432630614
1ad3750f648b9ce2	1705	241	0.14134897360703813
839fc016d7ae452b	1077	247	0.22934076137418755
a7b19cfe0845d632	644	46	0.07142857142857142
01a6e74f829c3db5	318	42	0.1320754716981132
c5fa813b6e072d94	557	95	0.17055655296229802
5b3d9ae16f042c87	638	183	0.28683385579937304
2756fcd91eab3084	2309	514	0.22260718925941966
72a8ce95f6d34b10	855	292	0.34152046783625734
06a41e8cfb9d3752	1040	297	0.28557692307692306
d457302bef861c9a	1615	583	0.3609907120743034
7e6208d953ca41bf	899	236	0.2625139043381535
672e49d1ba8f50c3	1216	429	0.3527960526315789
637f58c42ad1b9e0	552	76	0.13768115942028986
079a1fb42365ced8	2392	841	0.3515886287625418
d219847365f0abce	842	155	0.1840855106888361
6d9c7510e3fba428	1377	115	0.08351488743645606
689724cfea150db3	6430	3056	0.4752721617418352
670eb3fc9a2d4815	2438	533	0.21862182116488926
b9d261e07c4af853	414	123	0.2971014492753623
651f49a7b23e8cd0	261	46	0.17624521072796934
8bf2d6743c1e059a	780	90	0.11538461538461539
c056edf98174a23b	1491	634	0.42521797451374915
506a197d3ecf48b2	396	127	0.3207070707070707
6d71ceb289a304f5	1087	233	0.21435142594296228
907f2e436a5c8bd1	909	149	0.1639163916391639
2637cea480fbd591	1058	213	0.20132325141776938
fea1374db9c58620	1369	334	0.24397370343316288
719a0df256ecb843	874	96	0.10983981693363844
4a738d106fc29be5	1034	264	0.2553191489361702
5fb43012dae7c968	693	84	0.12121212121212122
76b8e9c0f5213da4	1029	343	0.3333333333333333
03aef764bcd18925	1283	185	0.1441932969602494
f401e75c83296dab	812	161	0.19827586206896552
598c1204bde6f73a	3054	749	0.2452521283562541
a2196e3f0b8dc457	1336	371	0.2776946107784431
acd25fbe90731486	265	46	0.17358490566037735
73f8912eabd06c45	867	257	0.2964244521337947
ec0b791a5683df42	1937	534	0.275684047496128
2897f5130abedc46	707	153	0.2164073550212164
6195fb38ea0c72d4	2853	1296	0.45425867507886436
a384c7dbf0625e91	142	5	0.035211267605633804
27b4cf631dea5980	1850	227	0.1227027027027027
b620a7e3c15f489d	1747	255	0.14596451058958215
a385eb602cdf7419	264	50	0.1893939393939394
97460a1dbf3e82c5	591	110	0.18612521150592218
26c45b78adf0e931	980	300	0.30612244897959184
a1e895dbc740623f	806	161	0.19975186104218362
ba84f15ed97630c2	1558	516	0.33119383825417203
ecaf19856402d73b	128	11	0.0859375
d36a51b92047fe8c	988	217	0.21963562753036436
245d7f3eb91c60a8	646	118	0.1826625386996904
fd2375489beca601	1745	589	0.3375358166189112
785e3fba1dc40296	1955	655	0.3350383631713555
6e7bc43afd198025	2464	459	0.18628246753246752
ecabd132589f7604	389	104	0.26735218508997427
cd083195f7a64be2	812	198	0.2438423645320197
ad5429b10e738c6f	973	289	0.2970195272353546
24806ef7a5d391cb	3376	1425	0.42209715639810425
3d47a860b215f9ec	575	100	0.17391304347826086
72315f0486acb9de	807	99	0.12267657992565056
0c7312bde846af95	1080	206	0.19074074074074074
593286cfa710b4ed	2798	778	0.2780557541100786
368c7d5901a4bfe2	1692	337	0.1991725768321513
b198da5420367fce	695	42	0.060431654676258995
e7fcd60815234ba9	1137	175	0.15391380826737028
897f4bd15a6e320c	1048	231	0.22041984732824427
5bfc6248a13097ed	2537	894	0.35238470634607805
5047ad1f6e2c9b38	698	185	0.26504297994269344
b70c12e3f5486a9d	919	167	0.18171926006528835
0e648bcd23a7f519	866	136	0.15704387990762125
9dfc31aeb8427506	2922	921	0.31519507186858314
b3ce64082a1d59f7	653	111	0.16998468606431852
9bd2e817fc64a035	1702	550	0.32314923619271446
cd79ba3215684ef0	484	58	0.11983471074380166
f38179dec2a640b5	1719	646	0.3757998836532868
67fc1a83deb42905	589	197	0.33446519524617996
26ea159803fbc47d	3648	1162	0.31853070175438597
72bd8ae63915fc40	704	75	0.10653409090909091
867495abce13df20	596	154	0.25838926174496646
fe19428c7306ab5d	497	57	0.11468812877263582
2f954b016ac378ed	1394	419	0.3005738880918221
c01289a6b75ef43d	3868	1685	0.43562564632885215
64de7f3289510cab	2499	464	0.18567426970788314
89c1be47a6052fd3	1247	310	0.24859663191659984
d8c7ea5b94f26301	535	190	0.35514018691588783
31d80ae254f76c9b	289	11	0.03806228373702422
fc4ad8956e7b2310	901	215	0.2386237513873474
f406b871aedc9325	882	332	0.3764172335600907
94ae23fc017b56d8	2045	329	0.160880195599022
73b50f9d8e12ca64	959	152	0.15849843587069865
cb365d8f4a2701e9	290	69	0.23793103448275862
57f28463bdea910c	3792	1468	0.3871308016877637
1c9b24056fd8ae73	455	71	0.15604395604395604
254b7a9f160ced38	1042	166	0.15930902111324377
0c6b2791ad543ef8	791	152	0.19216182048040456
a01d842695cfe73b	547	172	0.31444241316270566
2f180c359db64ea7	198	6	0.030303030303030304
94cf6857ed31a20b	1129	250	0.22143489813994685
0f5134e9bc8d7a26	919	264	0.28726877040261156
e3c7fba5d2490861	967	363	0.375387797311272
6723ed50acfb4189	483	131	0.2712215320910973
942601d3f7ba58ce	1309	395	0.3017570664629488
31e29da408c657bf	865	222	0.2566473988439306
f6e0ab7cd5129834	1809	475	0.2625760088446656
3f68152ceb04d79a	998	242	0.24248496993987975
237a56fe1dc49b80	1140	443	0.38859649122807016
128b4cea759063fd	1254	424	0.33811802232854865
c6547d9820fe13ba	2207	227	0.10285455369279566
59c167f34a20edb8	1254	286	0.22807017543859648
80dfb623945ec1a7	1337	271	0.20269259536275244
201dcea8f569b374	3311	455	0.13742071881606766
ab9def736815c402	3624	1331	0.3672737306843267
45d69a8c1e07f23b	650	69	0.10615384615384615
1f647395d0c8be2a	1176	114	0.09693877551020408
b1dfc8a3e0279564	1299	242	0.18629715165511931
468023ba5ef97dc1	2403	730	0.30378693300041615
19a8c06725fb3ed4	2123	363	0.17098445595854922
9e3fa458620b17cd	713	51	0.07152875175315568
c615adf3b9428e70	1796	663	0.36915367483296213
07cab3f912d854e6	998	34	0.03406813627254509
1f328956d7ab4ec0	1237	111	0.08973322554567502
09a3c247e8bf651d	1471	438	0.29775662814411963
c38415d629e0ab7f	189	27	0.14285714285714285
3014f56bd98c2e7a	972	347	0.35699588477366256
d6e270913854fcab	342	53	0.15497076023391812
6e208cb3a94751df	2151	599	0.27847512784751277
1fc287b603de49a5	727	153	0.21045392022008252
41ed6cf7802a3b95	3138	585	0.1864244741873805
e79c651adb84203f	1337	415	0.31039640987284967
c7103f48e62ad9b5	730	128	0.17534246575342466
1d204ae39f658c7b	199	14	0.07035175879396985
69108b3d7ea245fc	2530	697	0.2754940711462451
0b9251fac8d4e376	524	50	0.09541984732824428
7283bf5ca690de41	497	80	0.16096579476861167
867ec05d41af9b23	929	398	0.4284176533907427
87021e5d3fa9bc64	355	27	0.07605633802816901
bae0dc84f6597312	1979	580	0.29307731177362306
20cdb8e6591a43f7	803	108	0.13449564134495642
1de2c9f648570ab3	4505	1810	0.4017758046614872
84b3159faecd7620	2075	152	0.07325301204819278
6a4f9085e13c2b7d	2124	584	0.2749529190207156
8046e2dfac5b7319	1175	270	0.2297872340425532
4802ed19f736c5ab	1596	524	0.3283208020050125
19d48f30657beca2	914	64	0.0700218818380744
d7b80cef3129a465	692	28	0.04046242774566474
3ab9d1546f0e78c2	593	47	0.07925801011804384
b3cf084621de9a75	3487	946	0.27129337539432175
0df783259eb1ac64	1505	213	0.1415282392026578
9ba162ec405d83f7	1087	211	0.19411223551057957
67d845e1f9c203ba	773	111	0.14359637774902975
ec98d13b7a254f60	198	18	0.09090909090909091
7614f803ea95bdc2	1676	475	0.2834128878281623
b56ef903d4a87c21	1186	447	0.3768971332209106
8fe1bc46d750932a	619	183	0.2956381260096931
5ecf63a9db721084	180	29	0.16111111111111112
85b9a4df730261ec	616	218	0.3538961038961039
576e823c91f4dba0	2631	606	0.23033067274800456
1592d78cf3bae640	2991	1102	0.36843864928117687
247f03e9acd5168b	2510	692	0.2756972111553785
a7fc8b45d096e132	389	51	0.13110539845758354
a92f3d75410ce68b	486	20	0.0411522633744856
ab79304e128c6f5d	2123	550	0.25906735751295334
9a015edf8473b26c	2015	601	0.29826302729528537
e65208fd3ca91b74	18	2	0.1111111111111111
f05182bdc3974ae6	188	32	0.1702127659574468
218f549be730a6cd	2786	770	0.27638190954773867
7cf9ea8d2135640b	1808	452	0.25
643fe0c7a9128d5b	1349	405	0.3002223869532987
a92b3f761d40ce58	530	39	0.07358490566037736
f172ed8c65943ba0	1117	176	0.1575649059982095
c5a24790f3ed81b6	149	18	0.12080536912751678
e63704d92a8cfb51	1635	306	0.1871559633027523
b03784d9c651efa2	1837	458	0.2493195427327164
1b849c03d5afe627	2097	492	0.23462088698140202
ae219856473fdbc0	1119	213	0.1903485254691689
ef78a650b4c2d193	1011	298	0.29475766567754697
9fa0e3b415d7268c	1809	654	0.3615257048092869
c6b892a71e0345df	972	122	0.12551440329218108
93fa5b08ecd17462	557	98	0.17594254937163376
e730cb82a9d415f6	1290	118	0.09147286821705426
7146e3c29af08b5d	475	81	0.1705263157894737
dc3b86e512490af7	1083	219	0.20221606648199447
469102375d8aecfb	1865	398	0.2134048257372654
7fb98ae4d031562c	563	41	0.07282415630550622
e8231dba59f0764c	1293	218	0.168600154679041
c73f12da098465eb	671	108	0.16095380029806258
26df4a51c08b379e	1445	235	0.16262975778546712
37e1c062d4a59fb8	381	70	0.1837270341207349
823bc95d06a147fe	2328	1136	0.4879725085910653
ca51e7046df3289b	1362	153	0.11233480176211454
ec80b379156f42ad	653	60	0.09188361408882083
640e318fdcba7295	530	120	0.22641509433962265
0b7a16943258ecfd	456	73	0.1600877192982456
